Feature,Coef,HC3_SE,t_stat,p_value,CI_lower,CI_upper
const,0.388992,0.059895,6.49454,0.0,0.2716,0.506385
sin_month,-0.034798,0.008267,-4.209463,2.6e-05,-0.051,-0.018596
cos_month,-0.014364,0.006958,-2.064317,0.038988,-0.028001,-0.000726
GHI_anom,0.088488,0.030446,2.90641,0.003656,0.028815,0.14816
CLOUD_anom,-0.000152,0.001145,-0.132905,0.894269,-0.002396,0.002092
PRECTOT_anom,-0.002034,0.001934,-1.051766,0.292907,-0.005825,0.001756
ONI,0.005581,0.019967,0.279514,0.779851,-0.033554,0.044716
ONI_lag2,-0.01615,0.019747,-0.817844,0.413446,-0.054853,0.022553
GHI_lag1,0.035184,0.01155,3.046122,0.002318,0.012546,0.057823
