sin_month,cos_month,GHI_lag1,GHI_lag12,GHI_anom,CLOUD_anom,PRECTOT_anom,ONI,ONI_lag2,GHI_x_CLOUD,ONI_x_CLOUD_anom,T2M_x_RH
0.0019742078,-0.008463395,-0.02110863,-0.0021492967,-0.012131868,-0.0025392184,-0.007205516,0.008113365,-0.007062435,-0.0069059283,0.0047621178,-0.0011122676
0.0073879943,0.006995716,-0.0029576842,0.003998654,0.025146531,0.0080875885,0.014420414,0.0048026913,-0.008639856,0.0031436363,0.00032691495,0.015232592
0.007991149,0.012639626,0.014267937,-0.00072134705,-0.013743632,-0.016647069,-0.00824387,0.0043024514,-0.0049439934,0.0041449685,0.0093281865,0.012041721
0.0068155243,0.0076304707,0.0282731,0.008141822,-0.013712048,-0.017806776,-0.0036600002,-0.000779368,-0.004992211,0.0014001343,0.011650065,0.0059432834
0.0008523255,0.0030604713,0.00976636,-0.0027273088,-0.013005132,0.0045160833,-0.0013315178,-0.007780785,-0.009343812,-0.0071258526,-0.0032324006,-0.0069400338
-0.014534619,-0.0055647646,-0.0076526646,-0.0025285615,-0.016344734,0.008296521,0.010889198,-0.007411016,-0.009348993,-0.0132384235,-0.004552243,-0.007136291
-0.006671666,-0.0036013497,-0.026811907,0.005926617,0.06524889,0.026675971,-0.0067922804,-0.0051966426,-0.0037788078,-0.0059844563,-0.015289462,-0.00596334
-0.0023780875,0.005255918,0.009805403,-0.0012659439,0.033685815,0.024633953,0.008750911,0.0010049042,-0.006451881,-0.007951411,0.0045037135,-0.0019401093
0.025647167,0.010220763,0.007730739,-0.0063591064,-0.018960634,0.014493694,-3.264688e-05,-0.0043588937,-0.010232294,-0.008900639,0.0024202052,-0.0033847527
-0.005532789,-0.0018606703,0.018777065,-0.016001765,-0.02068363,0.020089667,-0.0070787827,-0.007941337,-0.012577173,-0.010447346,-0.0048730783,-0.0033560335
-0.006705075,-0.0030076045,-0.0037137724,0.0022563261,0.03697981,0.034926917,-0.0032789093,-0.0056598657,-0.0078068585,-0.0034862917,9.089177e-05,0.008477522
-0.014752246,-0.011469407,0.016084816,-0.0075009093,0.03202955,0.03011918,-0.007112819,-0.008274412,-0.008373457,-0.007490314,-0.0018386483,-0.017582057
0.00093432114,-0.009804574,0.02073612,-0.0049734386,-0.01232047,0.004020741,0.0003701964,-0.004644643,-0.009153096,0.003933393,0.0039959108,-0.012771667
0.00979754,0.00524682,-0.019875767,0.008378947,-0.008085631,0.0140320575,0.011043631,0.008837058,-0.0018489078,-0.00510047,0.009127448,0.008527999
0.01089904,0.013718845,0.023056453,0.0025552309,0.032934394,0.009878946,0.012130854,0.021572724,0.0026087859,0.0034377233,0.0065615578,0.009845257
0.0077483016,0.003716855,0.0056974646,-0.0008716736,0.0336668,0.013050717,0.007144436,0.012446184,-0.0014753973,0.0034475315,0.004282041,-0.017744936
0.00356986,-0.0028665,0.010309479,0.0042898003,0.027356256,0.020619549,-0.004697453,0.007254335,-0.0034022038,-0.007285274,0.0043771425,-0.008548909
-0.014261204,-0.0043300777,0.01942728,-0.00810513,-0.017886654,-0.011738929,-0.007147157,-0.00077136373,-0.006711575,-0.008947247,0.0012987496,-0.0044741267
-0.0105038555,0.002091827,-0.018072361,0.004767215,-0.01522282,0.00023942263,0.007560132,-0.0022094294,-0.0045930985,-0.014820844,-0.0023962592,-0.0008453806
-0.004640638,0.0055319085,-0.011701708,0.0016109886,-0.013867664,-0.008127569,-0.0067105363,0.0028542303,0.011965352,0.0061519537,0.0016366466,-0.006593742
0.01718119,0.012031016,-0.001300058,-0.004358022,0.034613095,0.00014557134,0.014052902,0.0075040185,0.011372011,0.0081475265,0.0042909584,-0.0027654353
-0.0035506024,0.0044496953,0.0062603927,0.010300151,0.02649788,-0.006342952,-0.016039863,0.0033931779,0.011526031,0.004911228,0.0029952526,-0.0026196768
-0.015509524,-0.009828312,0.004112889,-0.01333457,-0.028205432,-0.013071828,0.012093296,0.001526478,0.011951391,0.009483181,-0.00082609215,0.008980821
-0.013213486,-0.013989461,-0.013699707,-0.0061050113,-0.009560947,0.0072599375,-0.009217889,-0.002161781,0.012236048,0.0031774442,0.0049771024,0.0077424827
0.004701871,-0.004787327,-0.0055583944,-0.0033021423,-0.010840819,0.007465742,-0.0065241978,-0.0023626857,0.013201144,0.004576783,0.006169885,-0.0003941966
0.0121473335,0.0016267945,-0.008205541,-0.0089858,-0.043775607,-0.02046571,0.0059930906,0.0007145387,0.0056469208,0.0103851035,-0.026889535,0.0016431992
0.011437217,0.009854444,-0.0055579823,3.6468613e-05,-0.03754277,-0.011530423,0.0015585027,0.001237618,0.0048791654,0.0027244166,0.004970038,0.0022511291
0.0056974357,0.00590831,-0.015148655,0.005313299,-0.027909206,-0.015031773,0.006718194,0.0010021755,0.008232319,0.0072973557,0.0042936997,-0.0022972142
0.013206418,-0.00032202527,-0.010330165,0.00025849932,-0.009773747,0.016712043,-0.0049846186,0.0019379726,0.009875753,-0.012319321,0.007835253,0.011400215
-0.017417284,-0.011274653,-0.013820512,-0.0049455757,-0.012652408,-0.00082417286,0.00093890354,-0.00083700183,0.009175439,-0.014857166,0.0076250755,0.0016890216
-0.009839092,0.0013665656,-0.00896176,0.0007787912,-0.034806825,-0.0156747,0.0016028638,-0.0011919774,0.0056001334,-0.014126918,-0.0016943779,0.006842932
-0.0016785188,0.004000593,-0.015300229,0.006090265,-0.0377403,-0.004093085,0.00038869696,0.0005395856,0.008436826,-0.0117990095,0.005514264,-0.0015200961
0.023301058,0.008399137,-0.015768629,0.00042548546,-0.03547054,-0.012748249,0.0032675208,0.0018399237,0.0072678817,0.008619236,0.0010124784,0.0007336465
-0.0032950265,0.0041259136,-0.0013476154,0.004091212,-0.033308677,0.011673358,0.0058845514,0.0086002415,0.012608211,-0.0067562372,0.011722658,0.0010141468
-0.0052775946,-0.0051533524,0.00083695573,-0.00545082,-0.012514938,0.00903074,0.00037040663,0.0133417165,0.012218798,0.001587079,0.007326405,-0.013301957
-0.015304091,-0.015257766,-0.01587119,0.0008799598,-0.03318291,-0.008488633,0.00054387876,-0.010010483,-0.009966523,0.009929227,-0.0026149289,-0.00016868487
-0.0033842504,-0.010948474,-0.024645591,-0.009635409,-0.018225878,-0.018882768,0.004350622,-0.012069312,-0.011574529,-0.0003395441,-0.0060501597,-0.001931579
0.0034173934,0.0015277193,-0.020606807,0.0025883352,-0.027604382,-0.0043149423,0.0055846623,-0.009677937,-0.0026578966,0.011531632,0.016452685,0.0039244047
