Feature,Coef,HC3_SE,t_stat,p_value,CI_lower,CI_upper
const,0.487983,0.066578,7.329455,0.0,0.357492,0.618475
sin_month,0.010367,0.006669,1.554475,0.120071,-0.002704,0.023437
cos_month,-0.024322,0.006638,-3.664061,0.000248,-0.037333,-0.011312
GHI_anom,0.104334,0.014621,7.13596,0.0,0.075678,0.132991
CLOUD_anom,-0.000262,0.00097,-0.269649,0.78743,-0.002163,0.00164
PRECTOT_anom,0.000127,0.001766,0.071901,0.942681,-0.003333,0.003587
ONI,0.013909,0.019201,0.724401,0.468819,-0.023723,0.051541
ONI_lag2,-0.016248,0.019352,-0.839579,0.401144,-0.054178,0.021682
GHI_lag1,0.013902,0.013109,1.060454,0.288938,-0.011792,0.039595
