Feature,Coef,HC3_SE,t_stat,p_value,CI_lower,CI_upper
const,0.290037,0.067918,4.270416,2e-05,0.156921,0.423153
sin_month,0.009735,0.006912,1.408298,0.159043,-0.003813,0.023282
cos_month,-0.000163,0.00616,-0.026494,0.978864,-0.012236,0.01191
GHI_anom,0.08743,0.027809,3.143883,0.001667,0.032924,0.141935
CLOUD_anom,-0.000789,0.001028,-0.767312,0.442896,-0.002804,0.001226
PRECTOT_anom,0.00151,0.001918,0.787305,0.431103,-0.002249,0.005268
ONI,0.01383,0.020298,0.681325,0.495666,-0.025954,0.053613
ONI_lag2,-0.025638,0.021618,-1.18597,0.235634,-0.068008,0.016732
GHI_lag1,0.050269,0.013879,3.622024,0.000292,0.023067,0.077471
