Feature,OLS_beta,OLS_HC3_SE,OLS_t,OLS_p,OLS_std_effect,mean_SHAP,mean_abs_SHAP,SHAP_CV,sign_concordance,nonlinearity
sin_month,-0.040874,0.007994,-5.113,0.0,-0.028969,0.000266,0.006348,26.329,False,High
cos_month,0.010059,0.010485,0.959,0.3374,0.007129,0.000531,0.009373,26.872,True,High
GHI_anom,0.074965,0.031858,2.353,0.0186,0.030871,9.8e-05,0.017013,238.479,True,High
CLOUD_anom,-0.001626,0.00081,-2.008,0.0447,-0.019965,-0.001806,0.02324,14.798,True,High
PRECTOT_anom,-0.002798,0.003392,-0.825,0.4094,-0.006797,3.4e-05,0.006894,264.728,False,High
ONI,0.011495,0.022053,0.521,0.6022,0.007832,-0.000209,0.004972,29.339,False,High
ONI_lag2,-0.027914,0.023519,-1.187,0.2353,-0.018551,-0.000802,0.008578,11.991,True,High
GHI_lag1,0.041696,0.011277,3.697,0.0002,0.032363,-0.00027,0.019837,77.858,False,High
