sin_month,cos_month,GHI_lag1,GHI_lag12,GHI_anom,CLOUD_anom,PRECTOT_anom,ONI,ONI_lag2,GHI_x_CLOUD,ONI_x_CLOUD_anom,T2M_x_RH
-0.011807154,-0.013728526,-0.015823355,-0.0021808164,-1.6353457e-05,-0.008416935,-0.0012229024,0.00094937993,-0.0022371383,-0.001413397,-0.00041763784,-0.036450315
-0.011316052,-0.0072349366,-0.014876237,-0.0043276884,0.003733372,0.017569458,-0.0004178796,0.001367682,-0.0018240409,0.001332442,-0.0012827322,-0.024306828
-0.0044008475,0.011968597,-0.018175365,-0.0036282297,-0.012486091,-0.008969884,0.000499307,0.0007940359,0.0003478891,0.00079827145,0.0007227189,-0.031508822
-0.003193656,0.010961728,-0.017492944,-0.0020502273,-0.0019531103,-0.009296774,-0.0010209547,-0.0010958983,-0.001000006,0.002398447,0.0013752079,-0.01826741
-0.0047457707,0.007083978,-0.020003803,-0.003923459,-0.0013229076,-0.0026372191,0.003801154,-0.0014401763,-0.0023702318,-0.0014076077,0.001248885,-0.0027842228
-0.019846192,0.0021583221,-0.02265646,-0.005131264,-0.019420272,-0.008426969,-0.0025415437,-0.0019039261,-0.0018751322,-0.002335685,-0.0006358046,-0.009019971
0.0048024105,-0.0032591862,-0.03434821,-0.0047431383,0.0066131395,0.011075559,-0.00025399827,-0.0005786873,-0.0013737705,0.0004812639,-0.001553134,0.024198277
0.013552839,-0.0026692871,0.008767412,0.0073798667,0.0052100956,0.007577856,0.00062924717,0.00067642145,-0.00062512234,0.0008400983,-0.001688547,0.03935514
0.020816203,0.0087324055,0.033162534,0.009062112,0.0046202377,0.007843529,-2.8744864e-05,0.00072179036,-0.0008750643,0.0026954785,-0.0021046721,0.045988705
0.020178385,0.0034181487,0.03173308,0.006513486,0.0050117485,0.012166314,0.0010669866,0.00079358346,-0.001064045,0.0017927072,-0.002425417,0.047411904
0.008065282,0.0024230434,0.029766912,-0.004427685,0.013619955,0.014089357,0.00275077,0.00023584894,-0.0017143134,0.0040771645,-0.0023930657,0.049784746
-0.021656515,-0.006082782,0.015878694,-0.009498864,0.018680695,0.013343573,0.0036825754,-0.0012259694,-0.0026749722,0.0033364356,0.0008476478,-0.01869858
-0.0123917,-0.010723031,0.0009082241,-0.008759169,0.011739632,0.00058832316,0.00018946633,-0.0001759557,-0.0016367284,-0.0022671234,0.0005482222,-0.032420382
-0.0081722075,-0.010648627,-0.014509032,-0.00023153881,-0.0020529416,0.0030578598,-0.0012283355,6.9023125e-05,-0.000757911,0.00043561342,0.0010988564,-0.030602528
-0.00095587526,0.0148978345,-0.015036162,-0.00033221397,-0.001903704,-0.0022633376,-0.00016049547,0.00061580807,-0.00037509712,0.003184141,-0.0021645112,-0.006718889
-0.001661001,0.007889675,-0.016847735,0.00016955868,-0.0009464787,0.0013899367,0.0007142017,0.0004634637,-3.6773592e-05,3.105201e-05,0.0017989688,-0.0053944984
-0.0047461796,0.004473529,-0.004614916,0.0006510813,0.009653863,0.009115587,0.0014467831,0.0017295358,-0.0008188739,0.00091917766,0.0005787501,-0.0023478675
-0.021438127,0.0059129037,-0.008127824,-0.006086506,-0.019595183,-0.008670658,-0.0003902668,0.0001210365,0.00013015786,-0.0018774213,-0.0029009897,-0.011886101
0.0034735736,-0.001860398,-0.038349032,0.0027180775,0.0015422247,-0.0051549715,0.0015272464,-0.00010634404,-0.00017596425,-0.0013324637,-0.0015304821,0.025883874
