Feature,Coef,HC3_SE,t_stat,p_value,CI_lower,CI_upper
const,0.314783,0.055751,5.646233,0.0,0.205513,0.424053
sin_month,-0.037579,0.008587,-4.3763,1.2e-05,-0.054409,-0.020749
cos_month,-0.024711,0.008147,-3.033282,0.002419,-0.040679,-0.008744
GHI_anom,0.083559,0.037862,2.206935,0.027319,0.009351,0.157767
CLOUD_anom,-0.000102,0.001076,-0.094597,0.924635,-0.00221,0.002007
PRECTOT_anom,-0.000642,0.002659,-0.241363,0.809274,-0.005853,0.004569
ONI,0.015439,0.024306,0.635188,0.525306,-0.0322,0.063078
ONI_lag2,-0.028084,0.02414,-1.163375,0.244677,-0.075398,0.01923
GHI_lag1,0.051021,0.01045,4.882363,1e-06,0.030539,0.071503
