Feature,Coef,HC3_SE,t_stat,p_value,CI_lower,CI_upper
const,0.428192,0.060497,7.077849,0.0,0.309619,0.546765
sin_month,0.024738,0.006149,4.022859,5.7e-05,0.012685,0.03679
cos_month,-0.028367,0.007153,-3.965579,7.3e-05,-0.042388,-0.014347
GHI_anom,0.125378,0.018737,6.691651,0.0,0.088655,0.162101
CLOUD_anom,0.001929,0.001404,1.37423,0.16937,-0.000822,0.00468
PRECTOT_anom,-0.00118,0.001259,-0.937067,0.348724,-0.003648,0.001288
ONI,0.013743,0.017125,0.802503,0.422262,-0.019822,0.047307
ONI_lag2,-0.011302,0.017948,-0.629715,0.528881,-0.04648,0.023876
GHI_lag1,0.018568,0.012819,1.44844,0.147494,-0.006557,0.043694
